fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,density,pH,sulphates,alcohol,approved
8.4,0.76,0.35,2.3,0.131,11.3,0.9961,3.26,0.72,11.7,1
8.2,0.69,0.44,2.5,0.212,15.3,0.9958,3.45,0.61,10.8,0
4.5,0.35,0.26,2.5,0.07,17.2,0.9957,3.3,0.44,12.1,0
8.1,0.72,0.55,6.6,0.141,27.8,0.9995,3.65,0.79,9.8,0
4.3,0.69,0.31,3.5,0.108,15.0,1.0029,3.33,0.61,10.5,1
6.6,0.54,0.25,2.5,0.051,26.2,0.9952,3.22,0.62,9.1,0
6.3,0.45,0.5,2.5,0.142,6.6,0.998,3.55,0.77,11.1,0
7.9,0.68,0.27,5.7,0.105,1.0,0.9985,3.31,0.61,11.5,0
7.1,0.71,0.33,1.6,0.106,20.8,0.9957,3.4,0.89,11.2,0
7.7,0.46,0.57,1.0,0.099,12.7,0.9951,3.17,0.45,11.4,1
11.5,0.64,0.68,2.6,0.11,4.9,0.9949,3.36,0.67,10.4,0
6.7,0.47,0.35,9.1,0.129,5.1,0.9978,3.3,0.49,10.9,0
10.2,0.43,0.42,5.2,0.068,6.5,0.9978,3.41,0.49,11.4,0
9.3,0.61,0.6,2.3,0.086,19.2,0.9989,3.26,0.58,11.7,1
8.9,0.67,0.18,1.5,0.139,12.1,1.001,3.06,0.75,10.4,0
10.4,0.62,0.33,3.1,0.043,1.0,0.9978,3.42,0.75,9.7,1
7.5,0.51,0.65,6.3,0.139,9.9,0.9969,3.31,0.84,11.9,1
8.0,0.32,0.72,4.2,0.089,8.0,0.9949,3.21,0.44,10.5,1
6.9,0.47,0.52,2.9,0.139,4.7,0.9983,3.33,0.57,10.4,0
4.2,0.6,0.31,4.3,0.115,26.1,0.9908,3.33,0.64,9.6,0
8.5,0.92,0.48,9.4,0.069,14.9,0.9959,3.38,0.97,10.3,0
11.2,0.35,0.14,3.0,0.069,39.8,0.9926,3.37,0.37,10.0,1
5.9,0.51,0.02,3.0,0.057,23.9,0.996,3.52,0.7,9.4,0
6.1,0.5,0.06,2.6,0.035,24.4,0.9983,3.26,0.64,9.5,0
8.8,0.13,0.09,3.1,0.095,17.5,1.0002,3.46,0.31,11.1,0
7.9,0.42,0.18,3.5,0.099,30.6,0.9919,3.25,0.82,10.1,1
10.9,0.32,0.37,1.6,0.119,29.0,0.9992,3.08,0.52,10.6,0
7.4,0.46,0.19,3.1,0.077,18.3,0.9961,3.5,0.87,10.1,0
10.9,0.8,0.47,1.0,0.118,1.0,0.9966,3.18,0.52,9.4,0
9.1,0.65,0.8,7.9,0.142,1.0,0.9984,3.43,0.58,11.7,1
10.2,0.56,0.4,1.1,0.178,8.2,0.9964,3.32,0.87,10.7,0
6.9,0.88,0.61,8.9,0.049,18.3,0.9952,3.34,0.55,11.2,1
7.9,0.78,0.23,9.7,0.151,1.0,0.9956,3.48,0.76,10.9,0
8.6,0.39,0.77,2.9,0.108,20.3,0.995,2.98,0.35,10.3,1
8.9,0.2,0.2,2.0,0.105,17.0,0.997,3.43,0.7,9.9,0
7.1,0.11,0.48,1.5,0.074,14.5,0.9992,3.41,0.74,8.6,0
7.4,0.37,0.79,1.4,0.147,16.5,0.9984,3.18,0.84,8.2,0
10.9,0.43,0.65,1.7,0.105,1.0,0.9969,3.31,0.69,11.3,1
9.8,0.81,0.79,2.6,0.033,32.6,0.9954,3.44,0.48,11.5,1
6.2,0.75,0.3,4.4,0.011,12.1,0.9973,3.15,0.56,11.8,0
8.7,0.7,0.06,2.3,0.095,17.7,1.0003,3.28,0.37,10.3,1
10.4,0.44,0.19,4.8,0.115,17.0,0.9948,3.47,0.56,9.7,1
7.1,0.5,0.77,3.1,0.061,9.5,0.9982,3.1,0.65,11.1,1
9.2,0.46,0.3,1.0,0.076,16.9,0.9976,3.35,0.71,11.7,0
9.3,0.93,0.1,1.4,0.141,5.4,0.9953,3.35,0.45,12.3,1
5.4,0.42,0.47,3.1,0.077,14.9,0.9972,3.34,0.81,10.1,1
7.0,0.39,0.4,1.4,0.115,16.6,0.9959,3.12,0.64,11.4,0
7.4,0.63,0.05,3.3,0.068,12.8,0.995,3.3,0.81,10.9,0
8.3,0.36,0.36,2.5,0.146,16.5,0.9948,3.31,0.95,10.5,0
7.4,0.63,0.51,3.9,0.107,22.6,0.9953,3.28,0.55,9.7,1
9.0,0.58,0.19,1.9,0.098,28.0,0.9944,3.43,0.68,11.8,1
7.8,0.4,0.1,5.3,0.157,37.1,1.0006,3.31,0.51,11.7,0
5.6,0.47,0.69,2.2,0.025,22.7,0.9948,3.34,0.57,10.2,1
4.0,0.38,0.5,5.0,0.123,12.8,0.9998,3.1,0.58,11.2,0
7.4,0.71,0.12,1.0,0.02,4.0,0.9975,3.17,0.61,11.1,1
8.6,0.5,0.5,2.2,0.099,10.5,0.9933,3.21,0.64,11.1,0
8.3,0.49,0.59,1.6,0.097,1.6,0.995,3.22,0.85,9.4,1
6.5,0.68,0.48,2.5,0.111,12.9,0.9974,3.31,0.48,9.4,0
9.7,0.65,0.09,8.3,0.014,19.0,0.9954,3.18,0.65,10.2,0
7.6,0.57,0.1,1.4,0.106,19.8,0.9971,3.12,0.77,10.8,0
9.7,0.72,0.04,1.2,0.152,17.9,0.993,3.33,0.87,12.3,0
9.8,0.5,0.19,1.2,0.066,18.1,0.9968,3.3,0.44,8.8,0
9.7,0.37,0.05,1.3,0.063,19.1,0.9965,3.35,0.77,11.6,0
9.4,0.56,0.64,1.2,0.07,28.8,1.0005,3.63,0.54,9.0,0
6.3,0.52,0.01,3.9,0.134,6.2,0.9954,3.12,0.72,10.7,0
8.0,0.79,0.46,1.3,0.056,8.7,0.9981,3.31,0.65,8.4,0
10.8,0.48,0.65,1.5,0.077,32.2,0.9993,3.3,0.69,11.9,0
7.9,0.82,0.72,3.6,0.132,8.8,0.9989,3.33,0.75,10.7,0
5.7,0.31,0.33,2.5,0.056,30.0,0.999,3.63,0.51,10.9,1
9.5,0.49,0.5,1.1,0.14,29.5,0.9966,2.92,0.72,11.3,1
9.2,0.47,0.76,9.8,0.068,9.8,0.9976,3.25,0.78,10.1,1
8.1,0.47,0.54,3.3,0.087,18.5,0.9955,3.31,0.59,8.5,0
7.8,0.73,0.72,3.4,0.135,22.1,0.9979,3.39,0.48,8.5,1
8.7,0.45,0.55,5.8,0.133,35.9,0.9945,3.41,0.34,11.0,1
9.6,0.71,0.05,7.0,0.074,15.4,0.9951,3.05,0.62,10.1,0
8.4,0.51,0.16,1.1,0.051,15.0,1.0008,3.28,0.86,11.7,0
9.3,0.51,0.75,1.2,0.16,23.9,0.9986,3.17,0.59,10.5,1
11.1,0.29,0.68,4.7,0.083,8.2,0.9936,3.36,0.69,11.1,0
7.8,0.76,0.34,4.0,0.113,16.0,0.9974,3.33,0.7,11.4,0
12.9,0.81,0.13,1.6,0.126,1.0,0.9947,3.22,0.9,11.4,0
11.4,0.31,0.13,2.0,0.059,40.4,0.9981,3.58,0.31,10.1,1
7.5,0.82,0.72,3.4,0.031,32.8,0.9975,3.27,0.82,10.5,0
11.8,0.27,0.13,4.9,0.12,15.8,0.9971,3.26,0.66,11.3,0
7.4,0.5,0.31,3.3,0.026,6.2,0.9954,3.17,0.82,10.7,1
12.4,0.51,0.72,4.9,0.045,5.7,0.9996,2.86,0.79,8.5,0
7.9,0.48,0.03,1.6,0.123,22.0,0.9954,3.32,0.57,8.0,0
9.2,0.73,0.5,2.0,0.11,6.4,0.9972,3.18,0.91,9.7,0
9.1,0.66,0.28,1.3,0.108,3.2,0.9963,3.34,0.96,11.4,0
7.6,0.22,0.09,11.5,0.068,1.6,0.9939,3.75,0.86,10.4,1
9.1,0.79,0.45,5.1,0.149,17.1,0.996,3.34,1.0,12.2,0
10.3,0.83,0.39,4.1,0.048,18.5,0.9933,3.34,0.63,11.3,0
8.4,0.65,0.08,1.5,0.01,36.4,0.9979,3.46,0.51,9.0,0
8.7,0.47,0.21,4.0,0.01,9.0,0.9955,3.51,0.78,11.5,1
9.7,0.57,0.59,6.0,0.095,21.8,0.996,3.34,0.71,9.1,0
6.4,0.48,0.6,5.2,0.087,8.6,0.998,3.34,0.76,12.2,1
8.4,0.71,0.48,4.5,0.123,6.9,0.9955,3.23,0.56,11.0,0
10.4,0.21,0.09,2.2,0.118,20.7,0.9923,3.39,0.97,12.0,0
7.8,0.6,0.68,4.6,0.086,26.7,0.9974,3.4,0.69,11.0,1
9.3,0.74,0.14,2.7,0.024,14.2,0.9953,3.32,0.46,10.4,1
5.5,0.49,0.58,2.3,0.062,2.3,0.996,3.13,0.69,10.6,1
8.5,0.63,0.03,9.4,0.065,24.1,0.9978,3.34,0.76,9.4,0
8.1,0.21,0.27,1.4,0.163,21.5,0.9947,3.43,0.51,10.6,0
8.4,0.36,0.38,6.0,0.083,22.5,0.9974,3.17,0.75,10.5,1
8.0,0.6,0.02,2.0,0.135,34.7,0.9968,3.35,0.68,11.0,0
10.4,0.61,0.14,2.8,0.097,6.8,0.9966,3.42,0.48,10.2,0
6.8,0.43,0.26,2.1,0.084,23.8,0.9962,3.36,0.55,9.4,1
7.7,0.58,0.79,2.7,0.065,22.6,0.9972,3.58,0.68,10.4,1
7.0,0.52,0.62,5.3,0.112,15.8,0.998,3.2,0.67,9.5,1
6.1,0.2,0.67,1.5,0.039,16.8,0.9932,3.15,0.36,9.4,1
8.2,0.49,0.53,4.5,0.086,20.5,0.9982,3.17,0.74,9.0,1
6.7,0.66,0.23,2.5,0.092,22.5,0.996,3.22,0.7,10.3,0
8.7,0.77,0.57,7.8,0.096,7.6,0.9933,3.21,0.79,10.5,1
8.8,0.49,0.54,3.0,0.048,26.1,0.9963,3.43,0.75,9.8,1
8.6,0.6,0.49,1.1,0.069,21.8,0.9947,3.02,0.61,10.8,1
9.3,0.56,0.24,7.0,0.102,9.6,0.9989,3.2,0.67,10.3,0
4.3,0.63,0.21,7.5,0.098,20.4,0.9938,3.45,1.07,10.0,0
10.8,0.41,0.27,1.5,0.146,21.0,0.9971,3.28,0.53,11.6,1
8.2,0.52,0.25,10.0,0.078,20.6,0.9972,3.12,0.6,9.7,0
9.5,0.63,0.06,2.5,0.032,15.7,0.9975,3.24,0.53,10.0,1
6.6,0.6,0.64,7.1,0.065,6.2,0.998,3.5,0.46,10.7,1
6.1,0.64,0.3,2.1,0.038,7.2,0.9957,3.28,0.59,11.2,0
9.2,0.67,0.57,1.1,0.161,33.4,0.9944,3.36,0.63,9.2,0
9.5,0.56,0.22,5.0,0.125,16.7,0.9925,3.28,0.52,10.5,0
6.2,0.58,0.48,6.4,0.104,26.3,0.997,3.55,1.09,10.3,1
9.3,0.43,0.03,1.4,0.106,16.8,0.9956,3.26,0.64,11.2,1
9.5,0.68,0.08,3.0,0.084,4.9,0.999,3.22,0.5,9.7,0
9.4,0.34,0.29,5.5,0.023,21.9,0.9979,3.42,0.81,10.4,1
8.6,0.64,0.21,2.5,0.067,16.9,0.9995,3.4,0.5,12.2,1
8.8,0.55,0.28,4.9,0.01,25.6,0.9937,3.28,0.63,9.9,1
11.2,0.4,0.74,3.5,0.12,14.0,0.9948,3.34,0.38,11.6,0
7.3,0.41,0.06,4.2,0.093,10.6,0.9976,3.41,0.77,10.0,0
9.8,0.57,0.37,7.3,0.091,1.0,0.9994,3.23,0.77,10.3,1
9.0,0.49,0.16,2.3,0.053,23.7,1.0015,3.43,0.75,10.0,0
6.0,0.45,0.28,4.7,0.082,19.4,0.9976,3.32,0.79,9.3,0
5.9,0.61,0.54,4.1,0.115,10.0,0.9968,3.35,0.61,9.3,0
8.6,0.23,0.78,2.4,0.106,20.6,0.9984,3.22,0.79,11.1,1
5.6,0.55,0.56,2.2,0.036,5.3,0.9955,3.31,1.03,9.8,1
4.2,0.46,0.71,6.3,0.054,37.4,0.9951,3.18,0.73,9.6,1
13.9,0.31,0.12,1.6,0.118,1.0,0.9978,3.23,0.66,9.7,0
6.7,0.47,0.15,2.0,0.075,11.0,0.9981,3.48,0.42,8.6,0
9.9,0.29,0.7,10.2,0.172,12.6,0.9966,3.15,0.71,9.7,0
8.7,0.74,0.49,1.8,0.042,12.5,0.995,3.22,0.5,10.2,0
12.3,0.66,0.63,6.1,0.078,15.0,0.9987,3.18,0.66,9.3,0
11.5,0.68,0.18,2.2,0.069,15.6,0.994,3.37,0.5,10.7,0
9.3,0.62,0.28,3.0,0.077,17.5,0.9969,3.52,0.49,10.2,0
5.9,0.14,0.06,2.3,0.041,12.6,0.9975,3.27,0.64,9.6,0
10.9,0.32,0.72,1.6,0.01,7.5,0.9955,3.01,0.98,10.6,1
6.2,0.69,0.77,3.9,0.114,18.5,0.9996,3.41,0.55,10.4,1
10.1,0.89,0.69,9.5,0.157,36.7,0.9965,3.29,0.49,11.2,0
6.6,0.6,0.35,6.6,0.065,2.8,0.9958,3.38,1.05,8.9,1
7.5,0.78,0.27,11.5,0.1,11.4,0.9924,3.41,0.57,12.1,1
12.3,0.38,0.37,3.9,0.079,21.7,1.003,3.22,0.63,10.1,1
8.7,0.42,0.51,1.1,0.079,30.1,0.9964,3.14,0.64,11.3,0
7.0,0.65,0.35,3.0,0.058,50.7,0.9936,3.13,0.75,9.2,1
7.9,0.39,0.34,3.4,0.12,28.2,0.9948,3.59,0.49,10.4,0
8.7,0.24,0.34,1.3,0.099,8.0,0.9989,3.23,0.62,10.0,1
6.8,0.66,0.6,5.4,0.056,25.1,0.9947,3.24,0.73,10.9,1
9.4,0.4,0.63,4.3,0.124,19.9,0.9975,3.4,0.66,12.0,0
6.9,0.18,0.7,2.5,0.154,5.8,0.9979,3.3,0.52,10.5,1
4.7,0.74,0.19,1.9,0.142,11.3,0.996,2.97,0.47,9.8,1
7.9,0.62,0.13,1.6,0.08,1.0,0.9953,3.15,0.75,10.5,0
7.3,0.66,0.28,9.3,0.047,1.0,0.9971,3.34,0.6,8.0,1
8.5,0.67,0.34,5.0,0.046,8.7,0.9978,3.17,0.88,9.9,1
8.0,0.7,0.56,4.0,0.065,17.3,0.9935,3.55,0.64,8.1,1
9.8,0.62,0.61,8.4,0.068,26.8,0.9923,3.12,0.74,11.5,1
9.5,0.26,0.79,1.6,0.128,12.4,0.999,3.14,0.77,11.3,0
4.9,0.33,0.3,5.9,0.01,6.6,0.9979,3.15,0.73,11.1,1
8.2,0.71,0.32,3.2,0.084,36.4,0.9973,3.39,0.53,9.5,1
7.5,0.63,0.43,7.8,0.063,4.2,0.9952,3.13,0.81,8.9,1
7.8,0.51,0.66,3.7,0.053,5.8,0.9989,3.54,0.79,11.4,0
5.3,0.23,0.53,4.4,0.111,11.2,0.9989,3.5,0.55,13.2,1
4.0,0.38,0.46,1.6,0.056,32.3,0.9968,3.45,0.58,11.1,1
10.8,0.48,0.52,2.1,0.08,23.5,0.9961,3.06,0.7,12.1,1
7.9,0.39,0.37,1.9,0.128,9.7,0.9975,3.35,0.76,10.6,0
8.8,0.34,0.61,4.0,0.073,14.0,0.9972,2.98,0.59,10.1,0
7.1,0.59,0.06,2.3,0.146,14.9,0.9955,3.52,0.7,12.3,1
5.9,0.79,0.41,5.9,0.049,1.0,0.9935,3.36,0.55,10.3,1
7.4,0.65,0.65,1.6,0.01,19.9,0.9972,3.39,0.64,11.5,1
6.6,0.44,0.24,5.0,0.11,15.9,0.9964,3.24,0.64,10.2,0
9.3,0.52,0.67,5.2,0.102,13.8,0.9981,3.33,1.02,10.1,1
8.9,0.64,0.63,3.5,0.135,18.9,1.0001,3.31,0.81,10.2,1
9.4,0.42,0.46,1.4,0.107,24.1,0.9942,3.34,0.64,10.9,1
9.0,0.57,0.2,2.0,0.157,15.5,0.9976,3.4,0.68,9.9,0
5.0,0.47,0.69,2.3,0.102,14.3,0.9938,3.08,0.58,12.7,1
7.7,0.46,0.02,2.6,0.135,24.1,0.9995,3.33,0.62,10.7,0
6.9,0.24,0.47,4.3,0.127,3.7,0.9947,3.51,0.67,10.2,1
8.6,0.54,0.63,2.0,0.059,2.5,0.9953,3.24,0.57,9.7,1
7.2,0.6,0.39,1.0,0.066,14.1,0.9955,3.52,0.73,11.0,0
8.8,0.68,0.08,6.0,0.076,23.8,0.9973,3.07,0.73,8.0,0
8.9,0.22,0.67,2.4,0.188,15.1,0.9973,3.58,1.06,10.2,1
7.9,0.7,0.73,1.8,0.06,26.5,0.9979,3.12,0.3,11.3,1
8.8,0.66,0.45,5.3,0.107,13.3,0.9992,3.33,0.61,9.1,1
8.9,0.8,0.63,6.3,0.092,32.9,0.9961,3.35,0.53,10.8,1
8.5,0.46,0.49,4.3,0.098,14.3,0.9954,3.32,0.3,10.9,1
8.9,0.54,0.46,2.1,0.09,23.1,0.9948,3.2,0.72,10.1,1
9.4,0.35,0.1,1.7,0.07,23.8,0.997,3.48,0.63,10.6,0
7.7,0.52,0.35,4.1,0.034,20.6,0.9967,3.18,0.78,10.3,0
7.0,0.47,0.54,1.1,0.043,17.3,0.9939,3.7,0.8,9.4,0
8.9,0.56,0.36,2.2,0.122,13.8,0.9981,3.16,0.51,12.3,1
7.3,0.52,0.49,4.6,0.109,20.5,0.9958,3.47,0.59,10.9,0
8.3,0.68,0.72,3.2,0.097,27.0,0.9998,3.1,0.88,10.3,1
8.1,0.49,0.29,4.3,0.172,29.1,0.9964,3.2,0.34,10.4,0
11.2,0.76,0.66,3.1,0.202,9.1,0.9945,2.84,0.59,11.4,0
9.6,0.1,0.02,1.7,0.043,7.3,0.9973,3.5,0.66,8.4,0
10.4,0.76,0.68,2.7,0.153,4.4,0.9988,3.4,0.55,10.2,0
9.0,0.28,0.09,4.7,0.031,3.0,0.9975,2.99,0.61,9.0,0
8.8,0.68,0.26,1.7,0.066,20.4,0.9992,3.12,0.89,11.2,1
9.0,0.65,0.41,9.2,0.095,22.1,0.9951,3.01,0.83,11.2,1
7.5,0.34,0.52,1.6,0.127,29.1,0.998,3.26,0.44,10.1,1
6.4,0.75,0.76,1.0,0.028,16.5,0.9992,3.26,0.81,10.9,1
9.3,0.32,0.25,4.8,0.091,12.3,0.9974,3.47,0.69,10.8,1
9.2,0.29,0.07,7.6,0.093,35.8,0.9989,3.29,0.79,12.2,1
10.7,0.45,0.37,1.7,0.018,12.7,0.9969,3.57,0.87,11.0,0
9.8,0.46,0.28,1.4,0.108,1.9,0.999,3.12,0.72,9.2,1
7.6,0.42,0.48,1.6,0.081,8.9,0.9981,3.26,0.96,9.6,1
6.4,0.54,0.74,3.5,0.114,6.3,0.9961,3.22,0.9,10.5,1
8.9,0.6,0.51,3.2,0.065,26.0,0.996,3.22,0.92,8.2,0
8.3,0.52,0.46,3.4,0.069,7.5,0.9979,3.43,0.63,11.7,1
7.3,0.32,0.2,1.0,0.194,31.2,0.9959,3.4,0.7,10.8,0
9.2,0.38,0.21,1.4,0.05,16.3,0.9972,3.09,0.65,8.6,0
6.3,0.91,0.35,1.7,0.078,18.8,0.9967,3.29,0.54,10.4,0
7.2,0.34,0.71,4.0,0.063,25.8,0.995,3.34,0.84,13.3,0
13.1,0.35,0.46,3.3,0.093,27.1,0.9966,3.52,0.77,9.8,1
6.6,0.25,0.4,3.4,0.101,13.0,0.9957,3.56,0.56,8.8,0
9.1,0.7,0.43,3.1,0.144,27.6,0.9972,3.37,0.72,9.8,0
10.0,0.7,0.67,4.4,0.061,18.1,0.9971,3.33,0.43,8.5,0
9.7,0.6,0.54,8.1,0.075,20.7,0.9962,3.38,0.3,10.7,1
9.5,0.76,0.74,3.8,0.099,1.0,0.9964,3.16,0.71,9.3,0
9.1,0.4,0.47,4.4,0.01,23.0,0.9939,3.23,0.95,11.1,0
8.3,0.32,0.16,3.3,0.142,5.6,0.9982,3.17,0.55,10.7,0
10.7,0.58,0.01,5.0,0.01,30.2,0.9957,3.48,0.62,9.7,0
10.6,0.62,0.25,8.2,0.121,38.1,0.9987,3.25,0.51,8.8,0
10.0,0.56,0.05,3.3,0.25,2.0,0.993,3.27,0.65,10.7,0
11.0,0.47,0.33,1.5,0.115,31.4,0.9982,3.34,0.6,10.5,0
9.9,0.72,0.15,4.7,0.12,21.5,0.9961,3.38,0.65,8.7,0
7.7,0.52,0.32,3.6,0.092,10.3,0.9994,3.59,0.48,9.5,0
7.1,0.58,0.32,7.8,0.048,1.0,0.9992,3.33,0.62,8.7,1
8.9,0.52,0.22,1.8,0.124,1.0,1.0014,3.29,0.52,9.4,1
8.8,0.44,0.52,9.8,0.021,28.1,0.9986,3.49,0.3,10.1,0
9.1,0.34,0.35,3.0,0.031,28.9,0.9951,3.3,0.78,9.7,1
10.9,0.61,0.71,9.3,0.066,9.9,0.9986,3.17,0.7,9.0,0
7.7,0.14,0.06,4.8,0.112,7.5,0.9972,2.98,0.67,10.8,1
8.0,0.42,0.33,6.0,0.029,16.2,0.9953,3.37,0.73,11.0,1
8.8,0.44,0.62,2.0,0.119,15.1,0.9985,3.29,0.4,11.2,1
8.0,0.31,0.4,1.6,0.108,26.1,0.9969,3.55,0.89,12.2,0
5.2,0.48,0.77,3.4,0.091,15.9,1.0019,3.28,0.64,10.8,1
7.5,0.61,0.14,2.2,0.01,26.2,0.9975,3.15,0.84,9.3,0
6.6,0.55,0.25,11.7,0.13,8.8,0.9963,3.43,0.42,9.7,0
10.6,0.43,0.09,2.7,0.075,18.1,0.9926,3.32,0.6,10.8,0
6.9,0.64,0.2,1.3,0.084,23.1,0.9926,3.44,0.96,10.8,0
8.2,0.58,0.54,2.7,0.064,12.5,0.9959,3.34,0.79,9.4,0
8.4,0.32,0.39,2.9,0.014,15.0,0.9982,3.35,0.43,11.4,1
9.1,0.39,0.13,1.0,0.041,36.5,0.9989,3.33,0.75,9.1,0
8.7,0.28,0.38,1.7,0.132,30.3,0.9986,3.22,0.55,8.7,0
8.8,0.47,0.68,1.0,0.162,3.5,0.9928,3.32,0.46,11.0,0
6.8,0.41,0.35,3.1,0.113,19.0,0.9954,3.32,0.55,9.6,1
7.8,0.49,0.01,1.9,0.122,1.0,0.995,3.56,0.68,9.8,0
5.9,0.88,0.04,1.5,0.165,20.7,0.9984,3.32,0.68,9.7,0
8.9,0.24,0.35,5.6,0.164,7.0,0.996,3.27,0.51,10.5,0
7.0,0.19,0.47,1.1,0.115,13.8,0.9992,3.47,0.63,10.0,1
10.6,0.8,0.71,3.9,0.059,22.0,0.9968,3.18,0.49,10.4,0
4.9,0.62,0.79,3.1,0.01,18.8,0.996,3.39,0.64,11.3,1
11.6,0.71,0.78,4.7,0.09,7.3,0.9964,3.14,0.73,9.8,0
8.7,0.47,0.45,1.4,0.095,1.9,0.9939,3.04,0.38,10.9,1
7.8,0.65,0.03,6.1,0.21,20.3,0.9957,3.48,0.45,12.1,0
9.2,0.51,0.17,2.0,0.118,8.4,0.9977,3.26,0.55,9.2,0
10.8,0.69,0.35,1.0,0.097,13.2,0.9964,2.99,0.75,11.8,0
11.5,0.71,0.7,3.7,0.045,3.0,0.9938,3.19,0.46,9.4,1
8.3,0.7,0.02,5.9,0.091,1.0,0.9913,3.28,0.79,9.5,0
4.9,0.41,0.41,2.1,0.146,22.4,0.994,3.66,0.46,8.7,0
8.2,0.55,0.52,2.9,0.077,11.0,0.9945,2.95,0.49,9.8,0
7.4,0.36,0.23,2.3,0.027,7.8,0.9985,3.44,0.59,10.8,0
9.4,0.63,0.25,1.1,0.047,30.4,0.9943,3.23,0.56,11.2,1
7.6,0.59,0.31,4.5,0.023,24.4,0.9958,3.3,0.52,11.4,1
6.4,0.24,0.22,8.1,0.055,20.1,0.9942,3.2,0.43,8.1,0
7.4,0.61,0.35,2.4,0.033,16.9,0.9974,3.46,0.39,8.5,0
10.6,0.61,0.13,1.4,0.113,1.9,0.9981,3.35,0.79,10.7,1
8.5,0.63,0.16,2.8,0.119,21.7,0.9979,3.18,0.66,11.0,1
10.0,0.54,0.03,6.9,0.158,29.1,0.9965,3.45,0.94,11.5,0
7.6,0.63,0.33,3.3,0.085,15.5,0.9971,3.52,0.65,10.8,1
10.3,0.59,0.57,1.6,0.084,28.2,0.9986,3.48,0.73,9.1,0
6.8,0.37,0.4,3.0,0.103,6.8,0.996,3.67,0.9,9.3,1
7.0,0.64,0.42,2.0,0.061,1.0,0.9963,3.48,0.76,10.5,0
10.6,0.36,0.36,1.1,0.034,9.4,0.9987,3.33,0.6,8.8,1
10.5,0.34,0.47,7.1,0.045,18.3,0.9965,3.22,0.57,9.3,1
5.1,0.57,0.18,5.0,0.116,15.9,0.9969,3.45,0.72,10.3,1
10.0,0.1,0.17,7.4,0.13,12.9,0.9994,3.21,0.74,10.1,1
6.0,0.41,0.75,3.9,0.199,21.5,0.996,3.49,0.73,10.4,1
10.1,0.47,0.36,2.5,0.039,14.8,0.9983,3.28,0.63,10.7,1
10.1,0.77,0.66,2.7,0.037,1.1,0.9981,3.37,0.59,8.8,0
11.0,0.49,0.73,1.6,0.01,21.2,0.9971,3.13,0.74,10.5,1
11.2,0.88,0.49,2.2,0.094,9.1,0.997,3.27,0.64,9.0,0
8.7,0.26,0.24,1.4,0.112,17.4,0.9937,3.16,0.43,10.3,1
7.9,0.61,0.54,2.6,0.057,12.0,1.0004,3.56,0.54,11.1,1
8.3,0.65,0.34,3.6,0.015,1.1,0.9963,3.27,0.48,10.8,0
8.1,0.36,0.78,1.7,0.181,19.5,0.9979,3.3,0.72,9.3,0
7.9,0.51,0.65,8.2,0.104,9.0,0.9987,3.15,0.54,9.2,0
8.0,0.51,0.65,3.6,0.029,6.1,0.9974,3.08,1.03,12.0,1
10.2,0.73,0.47,1.6,0.07,11.3,0.9992,3.18,0.75,11.2,1
6.1,0.27,0.01,1.5,0.195,19.9,0.9985,3.18,0.93,10.2,1
10.1,0.87,0.67,1.5,0.132,16.1,0.993,3.18,0.94,11.7,0
8.3,0.19,0.02,10.1,0.072,4.8,0.9967,3.17,0.6,10.2,1
5.8,0.61,0.1,1.7,0.042,12.1,0.9924,3.42,0.85,12.9,0
9.3,0.37,0.67,1.5,0.151,20.9,0.9961,3.24,0.68,10.1,0
5.7,0.62,0.18,1.4,0.02,15.7,0.995,3.4,0.86,13.1,1
8.4,0.41,0.67,2.1,0.11,5.6,0.9948,3.24,0.42,10.6,1
11.9,0.77,0.19,3.4,0.11,23.6,0.997,3.35,0.72,9.1,0
7.5,0.55,0.62,1.2,0.139,31.0,0.998,3.41,0.72,10.4,0
7.7,0.45,0.43,1.4,0.113,10.5,0.9935,3.2,0.9,11.2,0
9.6,0.33,0.54,10.4,0.116,14.9,1.001,3.49,0.47,10.4,0
9.4,0.6,0.67,3.4,0.103,21.1,0.9976,3.32,0.62,9.8,0
9.4,0.61,0.79,1.4,0.101,13.4,0.9966,3.13,0.7,10.7,0
7.5,0.46,0.07,3.0,0.175,21.6,0.9965,3.21,0.73,11.1,0
9.1,0.54,0.55,1.7,0.088,2.0,0.9933,3.26,0.98,9.6,0
7.3,0.58,0.77,10.1,0.128,15.6,0.9954,3.24,0.71,10.3,1
9.1,0.65,0.3,2.2,0.068,25.4,0.9946,2.95,0.74,9.3,0
8.1,0.35,0.27,1.4,0.039,4.1,0.9953,3.14,0.82,10.8,1
9.6,0.45,0.54,3.4,0.064,14.1,0.9979,3.41,0.69,9.4,0
9.8,0.64,0.32,1.4,0.075,2.3,0.9951,3.28,0.55,10.7,1
9.0,0.51,0.17,2.8,0.038,15.1,0.9975,3.35,0.53,11.7,1
7.0,0.19,0.13,5.8,0.017,24.4,0.9979,3.34,0.79,11.1,1
5.7,0.82,0.15,2.1,0.143,12.5,0.9971,3.27,0.63,10.1,0
6.4,0.68,0.56,2.6,0.059,24.0,1.0007,3.2,0.48,9.0,0
6.6,0.22,0.73,1.3,0.074,26.7,0.9973,3.22,0.49,10.4,1
13.4,0.41,0.64,3.6,0.06,1.0,0.9996,3.33,0.67,10.0,1
